Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
2024/8/6 14:30,-9.67,-0.43,0.46,312.55,111.59,9765.59,128.4,73.38,0.04,0.36,-0.08,0.28,-0.4,28.23,85.62,29.05,56.49,25.43,228.22,16.37,3.52,3.7,850.32,139.37,26.89,7.38,1.04,3.85,29.05,25.25,1.02,4.03,30.15,7.3,28.12,31.38,23.7,6.56,5.47,0.11,0.14,55.02,55.02,144.52,112.28,89.5,57.26,591.67,12.09,7.44
2024/8/6 15:00,-8.8,-0.39,0.41,279.3,93.81,9641.58,133.34,76.4,0.04,0.34,-0.1,0.32,-0.29,28.47,85.6,29.22,52.02,32.93,237.91,16.36,2.9,3.17,800.17,133.55,26.94,7.62,1.05,3.9,29.22,25.34,1.03,4.07,30.41,7.4,28.5,32.03,24.21,6.56,5.52,0.11,0.14,57.49340025,56.94,125.7239476,131.87,77.87,74.93,590.69,12.29,7.56
2024/8/6 15:30,-7.02,-0.31,0.37,250.71,73.67,9695.18,108.51,50.83,0.03,0.29,-0.04,0.19,-0.39,28.51,85.59,29.32,47.08,40.43,246,16.36,3.23,3.44,724.8,122.79,28.35,8.41,1.11,3.91,29.32,26.59,1.09,4.1,30.08,7.81,28.01,32.54,24.71,6.58,5.57,0.11,0.14,58.98669916,57.68,94.01513661,113.33,46.02,55.65,590.02,12.96,7.97
2024/8/6 16:00,-6.34,-0.28,0.31,207.66,50.96,9934.74,99.55,42.32,0.03,0.25,-0.03,0.18,-0.29,28.5,85.57,29.39,41.85,47.93,252.93,16.35,3.14,3.24,629.41,110.34,28.07,8.26,1.1,3.91,29.39,26.28,1.08,4.11,30.32,7.74,28.1,32.87,25.2,6.54,5.51,0.11,0.15,59.19795265,57.23,55.57645172,111.14,30.73,53.92,590.29,12.83,7.89
2024/8/6 16:30,-7.41,-0.33,0.33,219.64,47.01,10194.09,98.89,43.55,0.03,0.21,-0.01,0.12,-0.39,28.78,85.57,29.59,36.42,55.43,259.04,16.34,3.02,3.21,602.07,109.97,27.43,8.15,1.09,3.97,29.59,25.78,1.07,4.16,30.89,7.68,28.82,33.04,25.66,6.59,5.52,0.11,0.15,57.82521666,55.34,16.59077755,114.52,27.93,59.17,589.62,12.74,7.82
2024/8/6 17:00,-5.44,-0.24,0.25,168.21,9,9821.79,71.67,18.8,0.02,0.05,-0.04,0.2,-0.05,28.43,85.56,29.14,30.89,62.93,264.57,16.34,3.78,3.9,327.16,59.45,29.11,8.72,1.13,3.89,29.14,27.67,1.12,4.06,29.35,8.04,27.59,33.13,26.08,6.58,5.54,0.11,0.15,54.56654713,52.87,-16.75900124,98.48,-8,45.61,589.74,13.24,8.14
2024/8/6 17:30,-3.16,-0.14,0.18,118.68,-17.72,7691.06,32.08,-17.04,0.01,-0.15,-0.12,0.34,0.05,27.71,85.54,28.21,25.31,70.43,269.72,16.33,4.7,4.73,178.93,31.36,31.28,9.17,1.17,3.73,28.21,30.15,1.16,3.84,26.83,8.32,25.65,32.85,26.46,6.49,5.56,0.11,0.15,49.12,49.12,-38.29,102.44,-87.4,53.32,592.45,13.64,8.4
2024/8/6 18:00,-5.66,-0.25,0.11,76.04,105.3,5763.24,13.08,-28.54,0.03,1.38,-0.37,0.62,-0.17,26.11,85.56,26.66,19.73,77.94,274.63,16.33,4.76,5.72,66.74,10.56,36.13,9.86,1.22,3.41,26.66,34.71,1.21,3.52,23.05,8.78,21.84,32.14,26.77,6.42,5.67,0.11,0.15,41.61,41.61,-51.16,77.32,-92.78,35.71,600.36,14.3,8.86
2024/8/6 18:30,2.43,0.11,-0.02,-10.55,4.43,3337.82,-22.27,-55.54,0,-0.42,-0.05,0.22,-0.02,22.73,85.6,23.23,14.19,85.44,279.42,16.32,5.85,6.03,0.68,3.12,46.64,10.55,1.28,2.78,23.23,44.47,1.26,2.86,15.98,9.25,14.97,31.3,26.98,6.39,5.66,0.1,0.15,33.45949584,33.27,-83.07701502,52.34,-130.16,19.07,610.94,14.98,9.4
2024/8/6 19:00,1.61,0.07,0.09,60.9,-30.43,294.1,-42.94,-67.83,0.09,-0.5,-0.1,0.31,0.1,20.13,85.62,20.39,8.74,92.94,284.19,16.31,0.88,3.05,0.61,11.39,65.23,13.37,1.54,2.37,20.39,63.27,1.52,2.4,8.83,11.23,8.25,30.26,27.1,6.29,5.65,0.1,0.15,24.89,24.89,-119.84,33.95,-144.72,9.06,619.74,18,11.39
2024/8/6 19:30,4.63,0.2,0.12,79.15,-33.51,1334.92,-59.18,-75.32,0.03,-0.42,-0.17,0.41,0.08,20.47,85.66,20.62,3.49,100.44,289.02,16.31,4.1,4.25,4.01,11.56,59.49,12.22,1.43,2.42,20.62,58.77,1.43,2.44,10.08,10.56,9.85,29.12,27.12,6.26,5.66,0.1,0.15,16.14,16.14,-132.42,14.06,-148.56,-2.09,617.57,16.73,10.58
2024/8/6 20:00,3.07,0.14,0.17,114.13,-57.22,4268.12,-61.4,-70.1,0.01,-0.5,-0.14,0.37,0.15,19.73,85.7,20.01,-1.7,107.94,294,16.3,3.73,4.15,3.39,3.11,62.3,12.29,1.44,2.31,20.01,61.43,1.44,2.35,9.06,10.66,8.72,28.09,27.05,6.16,5.65,0.09,0.15,8.7,8.7,-109.02,-13.78,-117.72,-22.49,620.36,16.76,10.63
2024/8/6 20:30,5.08,0.22,0.08,54.31,-41.2,7276.46,-67.96,-70.65,0,-0.76,-0.11,0.33,0.12,19.31,85.69,19.6,-6.87,115.44,299.19,16.3,3.98,4.04,-3.18,1.14,65.87,12.75,1.48,2.25,19.6,64.94,1.49,2.29,8.04,11,7.69,27.17,26.89,6.18,5.54,0.09,0.15,2.69,2.69,-109.26,-26.66,-111.95,-29.35,624.65,17.27,10.97
2024/8/6 21:00,5.32,0.23,0.1,68.96,-52.51,7396.02,-67.8,-65.56,0,-0.76,-0.19,0.43,0.12,19.23,85.67,19.48,-11.64,122.94,304.67,16.29,4.74,4.8,-3.09,1.35,66.01,12.71,1.48,2.24,19.48,65.38,1.49,2.27,7.87,11,7.62,26.36,26.69,6.06,5.53,0.09,0.15,-2.24,-2.24,-108.85,-26.76,-106.61,-24.52,626.82,17.23,10.94
2024/8/6 21:30,-0.54,-0.02,0.01,9.97,-14.55,8581.21,-65.24,-58.98,0,-1.46,-0.04,0.19,0.08,18.43,85.64,18.78,-16.08,130.44,310.51,16.29,2.63,2.86,-4.39,1.07,69.62,12.76,1.48,2.13,18.78,68.36,1.49,2.18,6.89,11.04,6.48,25.64,26.44,6.04,5.52,0.09,0.15,-6.26,-6.26,-86.26,-44.22,-80,-37.96,634.09,17.29,11
2024/8/6 22:00,1.62,0.07,0.01,6.18,-10.57,8578.69,-64.43,-54.93,0,-1.71,-0.01,0.11,0.09,18.71,85.62,18.96,-20.14,137.94,316.78,16.28,2.5,2.63,-3.28,2.73,66.87,12.4,1.45,2.17,18.96,66.1,1.45,2.2,7.47,10.78,7.21,25,26.18,6.04,5.49,0.09,0.15,-9.49,-9.49,-88.83,-40.02,-79.34,-30.53,635.02,16.89,10.74
2024/8/6 22:30,1.96,0.09,0.01,8.52,-11.97,8636.73,-66.92,-54.97,0,-1.4,-0.01,0.11,0.1,17.78,85.6,18.17,-23.73,145.44,323.51,16.27,2.46,2.56,-4.11,1.33,73.77,13,1.5,2.04,18.17,72.19,1.51,2.09,5.83,11.23,5.38,24.43,25.9,5.96,5.49,0.09,0.15,-11.95,-11.95,-90.7,-43.14,-78.75,-31.19,646.79,17.58,11.21
2024/8/6 23:00,0.3,0.01,-0.02,-11.24,-8.65,8199.84,-62.16,-48.37,0,0.77,-0.01,0.1,0.08,17.29,85.58,17.5,-26.77,152.94,330.73,16.27,2.32,2.38,-3.94,2.01,75.8,12.93,1.5,1.98,17.5,75.33,1.51,2.01,4.97,11.26,4.83,23.92,25.62,5.91,5.55,0.08,0.15,-13.79,-13.79,-78.52,-45.8,-64.73,-32.01,653.98,17.51,11.18
2024/8/6 23:30,-0.69,-0.03,-0.01,-3.91,-7.8,8373.91,-60.6,-45.37,0,2,-0.02,0.13,0.06,17.36,85.58,17.54,-29.18,160.44,338.41,16.26,2.27,2.43,-3.48,2.21,72.53,12.33,1.44,1.99,17.54,72.19,1.45,2.01,5.61,10.82,5.49,23.46,25.34,5.93,5.54,0.08,0.14,-15.23,-15.23,-61.59,-59.61,-46.36,-44.38,650.99,16.84,10.75
2024/8/7 0:00,3.64,0.16,0.01,7.25,-11.75,8368.62,-61.71,-45.29,0,-1.62,-0.02,0.15,0.08,17.13,85.59,17.43,-30.88,167.94,346.49,16.26,0.83,1.24,-3.39,2.15,71.68,11.95,1.4,1.96,17.43,70.81,1.41,2,5.84,10.55,5.57,23.02,25.06,5.91,5.42,0.08,0.14,-16.42,-16.42,-72.34,-51.07,-55.92,-34.66,655.13,16.41,10.48
2024/8/7 0:30,2.86,0.13,0,0.11,-6.61,7615.11,-56.48,-39.07,0,-59.5,-0.01,0.12,0.05,16.29,85.6,16.48,-31.79,175.44,354.85,16.25,0.94,1.12,-2.68,2.12,75.89,12.01,1.41,1.86,16.48,75.62,1.42,1.88,4.59,10.64,4.5,22.61,24.79,5.89,5.45,0.08,0.14,-17.41,-17.41,-65.32,-47.64,-47.91,-30.24,663.37,16.47,10.55
2024/8/7 1:00,7.38,0.32,0.01,4.77,-11.1,7286.89,-65.72,-47.48,0,-2.33,0,0.06,0.18,15.96,85.61,16.29,-31.88,-138.65,41.73,16.24,0.72,0.92,-2.51,2.5,77.62,12.02,1.41,1.82,16.29,76.51,1.42,1.86,4.37,10.64,4.1,22.23,24.52,5.8,5.39,0.08,0.14,-18.23,-18.23,-75.69,-55.74,-57.46,-37.51,670.81,16.49,10.58
2024/8/7 1:30,1.23,0.05,0.01,3.46,-3.18,6903.83,-49.3,-30.39,0,-0.92,-0.02,0.13,0.02,15.05,85.62,15.22,-31.16,-169.55,11.73,16.24,1.28,1.38,-3.16,2.01,85.83,12.67,1.47,1.72,15.22,85.72,1.49,1.74,2.48,11.18,2.44,21.88,24.26,5.77,5.41,0.08,0.14,-18.9,-18.9,-52.98,-45.61,-34.08,-26.71,680.54,17.21,11.08
2024/8/7 2:00,4.38,0.19,0.01,9.42,-18.19,6631.99,-56.16,-36.75,0,-1.93,-0.01,0.09,0.19,15.79,85.61,15.81,-29.64,-162.05,19.89,16.23,1.15,1.36,-2.24,3.39,81.87,12.66,1.47,1.8,15.81,82.96,1.5,1.8,3.08,11.21,3.29,21.55,24.01,5.81,5.46,0.08,0.14,-19.41,-19.41,-63,-49.32,-43.59,-29.91,670.82,17.2,11.04
2024/8/7 2:30,-0.5,-0.02,0,-0.63,-0.99,6666.57,-50.5,-30.76,0,1.58,-0.03,0.18,0.01,15.85,85.63,15.89,-27.39,-154.55,27.68,16.23,0.95,1.51,-1.85,2.43,80.35,12.43,1.45,1.81,15.89,81.13,1.47,1.81,3.43,11.02,3.57,21.25,23.76,5.79,5.46,0.08,0.14,-19.74,-19.74,-53.82,-47.17,-34.09,-27.44,678.08,16.94,10.88
2024/8/7 3:00,2.11,0.09,0,-0.78,-9.28,6635.39,-57.08,-37.16,0,11.89,-0.01,0.11,0.08,15.34,85.63,15.57,-24.48,-147.05,35.01,16.22,1.22,1.29,-3.07,1.68,82.69,12.38,1.45,1.75,15.57,82.59,1.47,1.78,3.1,11,3.05,20.96,23.52,5.78,5.47,0.08,0.14,-19.92,-19.92,-59.7,-54.45,-39.78,-34.53,680.6,16.88,10.86
2024/8/7 3:30,-2.96,-0.13,-0.03,-17.34,10.31,6007.17,-52.42,-32.39,0,-0.59,-0.02,0.14,-0.07,16.39,85.64,16.07,-21.01,-139.55,41.85,16.21,0.3,0.67,-0.72,3.87,73.98,11.69,1.38,1.87,16.07,76.57,1.4,1.83,4.31,10.51,4.91,20.69,23.29,5.74,5.34,0.08,0.14,-20.03,-20.03,-50.72,-54.12,-30.69,-34.09,665.74,16.13,10.34
2024/8/7 4:00,1.66,0.07,0,-1.02,-2.08,6636.76,-47.89,-27.79,0,2.05,0,0.06,0.03,15.79,85.65,16.31,-17.05,-132.05,48.22,16.21,0.64,0.88,-2,2.24,76.48,11.61,1.37,1.8,16.31,74.48,1.39,1.86,4.77,10.37,4.29,20.44,23.06,5.75,5.35,0.08,0.13,-20.1,-20.1,-51.29,-44.49,-31.19,-24.39,686.61,16.04,10.3
2024/8/7 4:30,-2.4,-0.11,-0.01,-4.67,5.6,5757.16,-52.38,-32.24,0,-1.2,-0.01,0.1,-0.05,15.95,85.64,15.57,-12.69,-124.55,54.16,16.2,0.15,0.43,-1.08,2.85,75,11.45,1.36,1.82,15.57,77.77,1.38,1.78,3.98,10.35,4.62,20.2,22.84,5.64,5.37,0.07,0.13,-20.14,-20.14,-58.54,-46.23,-38.39,-26.09,686.43,15.87,10.19
2024/8/7 5:00,6.72,0.3,0.02,12.26,-28.9,6506.86,-45.59,-25.42,0,-2.36,-0.03,0.18,0.16,16.32,85.64,16.59,-8,-117.05,59.73,16.2,0.63,0.83,-1.64,3.02,72.93,11.4,1.35,1.86,16.59,72.52,1.37,1.9,5.24,10.26,5.1,19.97,22.63,5.64,5.3,0.07,0.13,-20.17,-20.17,-41.06,-50.11,-20.89,-29.94,666.44,15.82,10.14
2024/8/7 5:30,7.55,0.33,0.02,16.61,-26.33,6491.31,-39.57,-19.43,0,-1.58,-0.05,0.23,0.11,15.72,85.64,15.79,-2.96,-109.55,64.99,16.19,1.62,1.83,-1.1,2.8,75.79,11.42,1.36,1.79,15.79,76.37,1.37,1.8,4.27,10.3,4.36,19.75,22.42,5.7,5.35,0.07,0.13,-20.15,-20.15,-44.41,-34.74,-24.26,-14.59,666.03,15.84,10.18
2024/8/7 6:00,3.9,0.17,0.01,7.38,-17.59,6935.97,-45.83,-25.74,0,-2.38,-0.02,0.15,0.11,15.95,85.65,16.08,2.34,-102.05,70.02,16.19,0.51,1.17,15.55,4.71,74.28,11.33,1.35,1.82,16.08,74.39,1.36,1.83,4.71,10.22,4.71,19.55,22.23,5.66,5.43,0.07,0.13,-20.08,-20.08,-48.94,-42.72,-28.85,-22.63,664.21,15.75,10.11
2024/8/7 6:30,-1.16,-0.05,0,-2.83,-0.57,7178.73,-44.07,-24.08,0,0.2,0,0.07,0.01,15.73,85.68,16.21,7.51,-94.55,74.88,16.18,1.03,1.37,80.41,15.74,76.91,11.64,1.38,1.8,16.21,74.54,1.38,1.85,4.73,10.31,4.18,19.37,22.04,5.64,5.36,0.07,0.13,-19.98,-19.98,-40.13,-48.01,-20.14,-28.02,674.96,16.07,10.33
2024/8/7 7:00,0.82,0.04,0.01,8.77,-9.5,7379.21,-32.92,-13.28,0,-1.08,-0.02,0.14,0.07,16.57,85.72,17.23,12.91,-87.05,79.67,16.17,0.65,0.98,170.56,32.71,79.06,12.89,1.5,1.89,17.23,75.51,1.49,1.97,4.84,11.12,3.97,19.24,21.86,5.65,5.37,0.07,0.13,-19.65,-19.65,-26.64,-39.2,-6.99,-19.56,653.27,17.44,11.18
2024/8/7 7:30,-5.2,-0.23,0.06,43.39,-1.92,7374.43,-19.85,-1.15,0.01,-0.04,-0.01,0.1,0.02,18.15,85.76,18.69,18.43,-79.55,84.46,16.17,0.69,0.88,194.39,34.7,73.15,13.23,1.53,2.09,18.69,70.34,1.52,2.16,6.42,11.3,5.63,19.28,21.69,5.64,5.39,0.07,0.13,-18.7,-18.7,-3.21,-36.49,15.49,-17.79,634.15,17.82,11.37
2024/8/7 8:00,-6.26,-0.28,0.13,88.06,35.25,8074.6,-16.23,0.41,0.02,0.4,0,0.07,-0.5,19.29,85.79,20,24,-72.05,89.36,16.16,0.91,1,370.11,66.1,72.49,14.2,1.63,2.25,20,68.13,1.6,2.35,7.48,11.81,6.19,19.45,21.54,5.64,5.38,0.07,0.13,-16.65,-16.65,7.26,-39.73,23.9,-23.08,627.05,18.97,12.06
2024/8/7 8:30,-7.11,-0.31,0.14,93.66,36.9,9426.08,5.39,18.52,0.01,0.39,-0.02,0.15,-0.24,20.05,85.8,20.64,29.58,-64.55,94.46,16.16,1.37,1.46,445.96,76.38,70.05,14.41,1.65,2.36,20.64,66.02,1.61,2.44,8.3,11.89,7.06,19.78,21.41,5.63,5.28,0.07,0.13,-13.13,-13.13,43.85,-33.06,56.98,-19.93,630.04,19.22,12.19
2024/8/7 9:00,-4.4,-0.19,0.12,83.34,13.97,9425.58,31.8,40.1,0.01,0.17,0,0.04,-0.37,21.51,85.8,21.96,35.12,-57.04,99.92,16.15,1.7,1.79,529.65,88.33,66.24,14.93,1.71,2.58,21.96,62.96,1.67,2.65,9.81,12.23,8.7,20.41,21.31,5.61,5.25,0.07,0.13,-8.3,-8.3,81.17,-17.57,89.47,-9.27,620.1,19.87,12.54
2024/8/7 9:30,-8.19,-0.36,0.28,186.98,48.33,9113.18,48.41,51.18,0.03,0.26,-0.04,0.2,-0.24,22.53,85.8,23.19,40.56,-49.54,105.9,16.14,2.96,3.03,628.15,103.12,59.33,14.19,1.63,2.74,23.19,55.81,1.59,2.85,12.62,11.64,11.16,21.24,21.25,5.64,5.26,0.08,0.13,-2.77,-2.77,103.92,-7.11,106.69,-4.34,615.8,18.95,11.92
2024/8/7 10:00,-5.83,-0.26,0.22,151.69,30.22,9117.06,72.16,68.97,0.02,0.2,-0.02,0.15,-0.2,23.32,85.8,23.9,45.83,-42.04,112.65,16.14,2.37,2.5,704.24,113.97,55.16,13.81,1.59,2.88,23.9,52.2,1.55,2.98,14.24,11.34,12.9,22.21,21.25,5.62,5.26,0.08,0.13,3.19,3.19,137.8,6.53,134.61,3.33,614.39,18.49,11.59
2024/8/7 10:30,-9.34,-0.41,0.27,185.76,66.05,8963.31,83.24,73.43,0.03,0.36,-0.01,0.11,-0.57,23.65,85.79,24.24,50.82,-34.54,120.48,16.13,2.42,2.55,769.32,122.43,54.46,13.92,1.6,2.93,24.24,51.45,1.56,3.04,14.75,11.39,13.36,23.26,21.3,5.7,5.25,0.08,0.13,9.81,9.81,146.91,19.57,137.1,9.76,611.75,18.62,11.66
2024/8/7 11:00,-7.99,-0.35,0.3,201.4,68.07,8965.78,97.5,80.27,0.03,0.34,-0.03,0.17,-0.4,24.07,85.78,24.72,55.39,-27.04,129.79,16.13,1.96,2.05,820.29,128.42,51.82,13.54,1.56,3.01,24.72,48.91,1.53,3.13,15.98,11.12,14.5,24.4,21.44,5.74,5.24,0.08,0.13,17.23,17.23,157.87,37.12,140.64,19.89,611.47,18.18,11.37
2024/8/7 11:30,-7.55,-0.33,0.3,204.46,80.04,8781.39,124.05,99.06,0.03,0.39,-0.02,0.13,-0.62,24.69,85.77,25.25,59.31,-19.54,141.03,16.12,1.92,2.09,855.95,133.13,50.67,13.77,1.58,3.12,25.25,48.01,1.55,3.23,16.79,11.25,15.41,25.61,21.64,5.73,5.26,0.08,0.13,24.99,24.99,188.24,59.85,163.25,34.86,609.76,18.44,11.51
2024/8/7 12:00,-6.31,-0.28,0.31,207.74,103.18,8616.21,129.2,96.63,0.04,0.5,-0.02,0.16,-0.65,25.08,85.76,25.71,62.29,-12.04,154.52,16.11,1.96,2.17,881.46,138.13,49.48,13.76,1.58,3.2,25.71,46.8,1.55,3.32,17.64,11.25,16.16,26.83,21.92,5.83,5.37,0.09,0.13,32.57,32.57,183.11,75.28,150.54,42.72,607.56,18.44,11.49
2024/8/7 12:30,-8.04,-0.35,0.33,222.53,126.04,8162.78,128.12,88.4,0.04,0.57,-0.04,0.21,-0.61,25.4,85.75,26.11,63.99,-4.54,170.04,16.11,2.56,2.72,897.78,141.8,47.77,13.51,1.56,3.26,26.11,45.07,1.53,3.4,18.66,11.08,17.02,27.99,22.27,5.85,5.36,0.09,0.13,39.71,39.71,173.65,82.59,133.93,42.88,606.49,18.15,11.29
2024/8/7 13:00,-9.39,-0.41,0.43,291.95,173.95,8709.79,136.02,90.24,0.05,0.6,-0.07,0.27,-0.64,26.02,85.74,26.78,64.15,2.96,186.52,16.1,1.44,1.77,900.54,143.75,45.44,13.31,1.54,3.38,26.78,42.83,1.51,3.53,20.21,10.93,18.47,29.06,22.67,5.84,5.37,0.09,0.13,45.78,45.78,170.23,101.82,124.44,56.04,605.34,17.91,11.12
2024/8/7 13:30,-9.31,-0.41,0.39,263.3,181.23,8848.19,142.45,92.29,0.05,0.69,-0.07,0.27,-0.66,26.48,85.71,27.17,62.75,10.46,202.35,16.1,1.77,2.1,889.73,141.82,41.3,12.26,1.43,3.47,27.17,39.03,1.41,3.62,22.06,10.18,20.41,30.08,23.12,5.93,5.33,0.09,0.13,50.16,50.16,188.96,95.94,138.8,45.78,605.34,16.73,10.37
2024/8/7 14:00,-9.8,-0.43,0.49,328.45,176.31,9513.15,139.28,86.59,0.05,0.54,-0.07,0.27,-0.64,27.06,85.69,27.89,60,17.96,216.29,16.09,1.57,1.98,864.66,138.16,39.16,11.97,1.41,3.59,27.89,36.87,1.39,3.77,23.8,10,21.87,31.03,23.6,5.96,5.32,0.09,0.13,52.69,52.69,161.67,116.88,108.98,64.19,603.02,16.42,10.16
2024/8/7 14:30,-7.25,-0.32,0.38,258.26,150.8,9795.38,140.75,84.85,0.04,0.58,-0.03,0.18,-0.83,27.71,85.67,28.48,56.24,25.46,227.97,16.09,1.28,1.93,833.65,133.63,36.15,11.34,1.35,3.73,28.48,34.01,1.33,3.9,25.76,9.53,23.84,31.87,24.1,6.01,5.32,0.09,0.14,55.9,55.9,158.73,122.76,102.83,66.86,601.2,15.75,9.72
2024/8/7 15:00,-8.34,-0.37,0.45,305.72,152.46,9575.27,130.13,71.98,0.05,0.5,-0.09,0.31,-0.5,27.96,85.66,28.78,51.79,32.96,237.64,16.08,1.67,2.25,796.96,129.7,33.56,10.43,1.27,3.79,28.78,31.59,1.25,3.97,27.17,9,25.17,32.57,24.62,6.02,5.44,0.09,0.14,58.81551109,58.15,153.47875,125.14,76.97,66.99,600.03,14.84,9.15
2024/8/7 15:30,-7.57,-0.33,0.33,224.45,107.23,8546.01,118.42,59.3,0.04,0.48,-0.03,0.17,-0.62,28.16,85.63,29.1,46.86,40.46,245.74,16.07,2.31,2.45,774.17,128.77,33.51,10.59,1.28,3.83,29.1,31.29,1.27,4.05,27.81,9.07,25.49,33.12,25.14,6.02,5.44,0.09,0.14,60.75947045,59.12,135.0376793,117.3,60.41,58.19,599.15,15,9.24
2024/8/7 16:00,-6.13,-0.27,0.35,239.59,155.45,9833.07,115.88,57.01,0.04,0.65,-0.04,0.19,-0.82,28.9,85.65,30.08,41.63,47.97,252.68,16.07,0.41,0.96,742.84,127.86,31.76,10.44,1.27,4,30.08,29.18,1.25,4.28,30.32,8.93,27.32,33.58,25.64,6.02,5.38,0.09,0.14,61.43567426,58.87,106.8492336,116.45,56.45,57.58,598.08,14.84,9.12
2024/8/7 16:30,-4.34,-0.19,0.23,154.26,97.7,10530.98,108.86,50.24,0.02,0.63,-0.04,0.21,-0.46,28.81,85.64,29.67,36.21,55.47,258.79,16.06,0.92,1.61,540.93,93.09,32.47,10.69,1.29,3.98,29.67,30.46,1.27,4.18,29.08,9.11,26.87,34.03,26.13,5.99,5.41,0.09,0.14,60.54791872,58.63,72.35585865,120.16,38.95,61.53,597.99,15.08,9.27
2024/8/7 17:00,-0.88,-0.04,0.06,40.11,-2.79,9410.72,74.19,16.38,0,-0.07,-0.03,0.17,0.02,27.86,85.59,28.42,30.68,62.97,264.34,16.06,1.87,2.03,180.89,31.36,34.56,10.76,1.3,3.77,28.42,33.22,1.29,3.89,25.98,9.28,24.66,34.19,26.59,5.94,5.41,0.09,0.14,57.8,57.8,35,113.38,-22.81,55.58,598.76,15.19,9.36
2024/8/7 17:30,-4.38,-0.19,0.18,123.8,4.16,8749.49,31,-20.91,0.01,0.03,-0.07,0.27,-0.02,28.12,85.57,28.78,25.1,70.47,269.5,16.05,1.96,2.14,385.92,81.14,34.92,11.16,1.33,3.82,28.78,33.11,1.31,3.97,26.58,9.43,24.9,33.64,27.01,5.86,5.53,0.09,0.15,53.08020465,51.91,-1.523875423,111.06,-100.97,59.15,596.54,15.58,9.59
2024/8/7 18:00,-3.65,-0.16,0.06,42.78,48.7,8664.2,38.54,-5.38,0.01,1.14,-0.25,0.51,-0.1,28.39,85.58,29.24,19.52,77.97,274.42,16.04,0.56,1.93,278.71,63.17,33.77,10.89,1.31,3.88,29.24,31.7,1.29,4.08,27.87,9.26,25.73,33.11,27.36,5.82,5.53,0.09,0.15,47.01478064,43.92,-32.51321587,77.9,-44.74,33.98,596.2,15.31,9.42
2024/8/7 18:30,-3.49,-0.15,0.14,96.24,17.92,9374.21,20.03,-18.75,0.01,0.19,-0.17,0.41,-0.04,27.46,85.58,28.1,13.98,85.47,279.22,16.04,4.5,4.59,158.86,49.5,38.41,12.04,1.41,3.68,28.1,36.74,1.4,3.82,24.15,10.09,22.64,32.73,27.59,5.79,5.52,0.09,0.15,40.41446632,38.78,-53.01344839,59.96,-58.68,21.18,595.79,16.5,10.18
2024/8/7 19:00,-1.33,-0.06,0.07,45.92,-9.89,9546.56,-8.48,-42.57,0,-0.22,-0.08,0.29,0.03,27.02,85.58,27.66,8.54,92.97,283.99,16.03,3.52,3.56,90.03,27.5,39.89,12.22,1.43,3.58,27.66,38.36,1.43,3.72,22.94,10.28,21.55,32.19,27.75,5.68,5.46,0.09,0.15,34.09,34.09,-58.07,41.1,-92.16,7.01,596.94,16.7,10.32
2024/8/7 19:30,3.74,0.16,0.07,48.89,-35.84,8343.21,-8.26,-36.59,0,-0.73,-0.08,0.28,0.13,26.16,85.58,26.72,3.29,100.47,288.83,16.03,3.18,3.26,26.13,11.48,42.67,12.46,1.45,3.41,26.72,41.27,1.45,3.52,20.7,10.49,19.55,31.52,27.86,5.68,5.42,0.09,0.15,28.33,28.33,-54.54,38.02,-82.87,9.69,602.31,16.96,10.51
2024/8/7 20:00,4.58,0.2,0.03,19.53,-17.29,5777.58,-21.38,-43.43,0,-0.89,-0.02,0.15,0.11,24.82,85.59,25.24,-1.94,107.97,293.82,16.02,2.4,2.45,-0.65,1.02,46.64,12.62,1.47,3.15,25.24,45.49,1.47,3.23,17.59,10.65,16.8,30.8,27.9,5.63,5.43,0.08,0.15,22.05,22.05,-71.35,28.59,-93.41,6.54,617.98,17.13,10.66
2024/8/7 20:30,4.21,0.19,-0.01,-5.34,-27.9,6579.05,-28.04,-44.27,-0.01,5.22,-0.15,0.39,0.07,24.72,85.62,25.1,-7.11,115.47,299.02,16.01,4.6,4.66,-3.1,1.07,49.19,13.33,1.54,3.13,25.1,48.06,1.54,3.2,16.63,11.16,15.92,30.1,27.88,5.52,5.51,0.08,0.15,16.24,16.24,-71.57,15.5,-87.81,-0.74,615.22,17.95,11.18
2024/8/7 21:00,4.41,0.19,0.04,24.44,-32.53,8691.4,-35.62,-47.06,0,-1.33,-0.11,0.33,0.1,23.47,85.64,23.91,-11.88,122.97,304.51,16.01,3.6,3.66,-4.67,0.78,53.48,13.47,1.55,2.9,23.91,52.17,1.55,2.98,14.26,11.33,13.51,29.45,27.81,5.54,5.52,0.08,0.15,11.44,11.44,-72.46,1.22,-83.91,-10.22,621.6,18.11,11.33
2024/8/7 21:30,3.15,0.14,0.02,12.66,-24.19,8543.92,-39.94,-47.39,0,-1.91,-0.06,0.25,0.1,22.36,85.64,22.76,-16.33,130.47,310.37,16,2.97,3,-4.52,1.15,56.03,13.15,1.52,2.71,22.76,54.76,1.52,2.78,12.58,11.14,11.95,28.82,27.7,5.5,5.54,0.08,0.15,7.45,7.45,-74.13,-5.75,-81.58,-13.2,626.82,17.73,11.14
